"MLocID","SampleStartDate","OrganizationID","StationDes","AU_GNIS_Name","GNIS_Name","MonLocType","HUC12_Name","ELEV_Ft","AU_ID","WaterTypeCode","WaterBodyCode","ben_use_code","OWRD_Basin","EcoRegion2","EcoRegion3","wqstd_code","Pollu_ID","Calc_Crit","Combine_Result_Cmnts","Combine_Result","Activity_Type","SampleMedia","SampleSubmedia","SampleStartTime","SampleStartTZ","chr_uid","Char_Name","Char_Speciation","Sample_Fraction","CASNumber","Result_UID","Result_status","Result_Numeric","IRResultNWQSunit","ActDepthUnit","Result_Depth","act_depth_height","Result_Depth_Unit","Act_Depth_Top","Act_Depth_Top_Unit","Act_Depth_Bottom","Act_Depth_Bottom_Unit","Time_Basis","Statistical_Base","Statistic_N_Value","act_sam_compnt_name","lab_Comments","General_Comments","Analytical_method","QualifierAbbr","QualifierTxt","IDLType","IDLValue","IDLUnit","MDLType","MDLValue","MDLUnit","MRLType","MRLUnit","MRLValue","URLType","URLValue","URLUnit","TribalLand","Result_Operator","Result_Unit","IRWQSUnitName","Result_Type","Time_Basis...44","Time_Basis...46","analysis_comment","Alkalinity","Calcium","Chloride","Conductivity","DOC","Hardness","Magnesium","Organic.carbon","pH","Potassium","Sodium","Sulfate","Temperature..water","TOC","Final.Acute.Value","Cu","Acute.Toxic.Units","Tier","CMC_ug.L","CCC_ug.L","Chronic.Toxic.Unit","Result_Comments"
"3701569-CWS",2022-04-06,"CWS(NOSTORETID)","TUALATIN RIVER AT FERN HILL RD","Tualatin River","Tualatin River","River/Stream","City of Forest Grove-Tualatin River",150,"OR_SR_1709001002_02_104104",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"09:45:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501730,"Final",0.688,0.688,,,,,,,,,,,,,,"Sample Comments: Note: sampled date time in PST ( 04-06-22)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,7.93,,,1.55,30.4,,,,,,,,2.15,4.7571,0.688,0.289257935673744,4,2.3785,1.4773,0.465714479117309,
"3701569-CWS",2022-04-12,"CWS(NOSTORETID)","TUALATIN RIVER AT FERN HILL RD","Tualatin River","Tualatin River","River/Stream","City of Forest Grove-Tualatin River",150,"OR_SR_1709001002_02_104104",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"11:41:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501508,"Final",0.83,0.83,,,,,,,,,,,,,,"Sample Comments: Note: sampled time is in PST. ( 04-12-22)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,8.34,,,2.25,31.8,,,,,,,,,6.9265,0.83,0.239655819594029,4,3.4633,2.1511,0.38584910046023,
"3701569-CWS",2022-04-20,"CWS(NOSTORETID)","TUALATIN RIVER AT FERN HILL RD","Tualatin River","Tualatin River","River/Stream","City of Forest Grove-Tualatin River",150,"OR_SR_1709001002_02_104104",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"09:45:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501481,"Final",0.791,0.791,,,,,,,,,,,,,,"Sample Comments: Note: sampled time is in PST. ( 04-20-22)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,7.91,,,1.69,30.2,,,,,,,,1.42,5.1885,0.791,0.304899202096905,4,2.5943,1.6113,0.49090796251474,
"3701569-CWS",2022-04-28,"CWS(NOSTORETID)","TUALATIN RIVER AT FERN HILL RD","Tualatin River","Tualatin River","River/Stream","City of Forest Grove-Tualatin River",150,"OR_SR_1709001002_02_104104",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"10:22:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501744,"Final",0.939,0.939,,,,,,,,,,,,,,"Sample Comments: Note: sampled date time in PST ( 04-28-22)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,8.68,,,1.59,33.2,,,,,,,,,4.8784,0.939,0.384962282715644,4,2.4392,1.515,0.61980198019802,
"3701569-CWS",2022-05-11,"CWS(NOSTORETID)","TUALATIN RIVER AT FERN HILL RD","Tualatin River","Tualatin River","River/Stream","City of Forest Grove-Tualatin River",150,"OR_SR_1709001002_02_104104",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"10:04:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501565,"Final",0.701,0.701,,,,,,,,,,,,,,"Sample Comments: Note: sampled date time in PST ( 05-11-22)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,8.46,,,1.38,32.5,,,,,,,,1.89,4.2334,0.701,0.331175886993906,4,2.1167,1.3147,0.533201490834411,
"3701569-CWS",2022-06-22,"CWS(NOSTORETID)","TUALATIN RIVER AT FERN HILL RD","Tualatin River","Tualatin River","River/Stream","City of Forest Grove-Tualatin River",150,"OR_SR_1709001002_02_104104",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"10:29:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501512,"Final",0.864,0.864,,,,,,,,,,,,,,"Sample Comments: Note: sample time is in PST. ( 06-22-22)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,9.19,,,1.44,35.4,,,,,,,,1.45,4.4164,0.864,0.39126890680192,4,2.2082,1.3716,0.62992125984252,
"3701569-CWS",2022-07-13,"CWS(NOSTORETID)","TUALATIN RIVER AT FERN HILL RD","Tualatin River","Tualatin River","River/Stream","City of Forest Grove-Tualatin River",150,"OR_SR_1709001002_02_104104",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"10:53:00","PDT",832,"Copper",,"Dissolved","7440-50-8",83501544,"Final",0.73,0.73,,,,,,,,,,,,,,,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,8.56,,,1.47,32.8,,,,,,,,1.54,4.5099,0.73,0.323739411947315,4,2.2549,1.4006,0.521205197772383,
"3701569-CWS",2022-08-24,"CWS(NOSTORETID)","TUALATIN RIVER AT FERN HILL RD","Tualatin River","Tualatin River","River/Stream","City of Forest Grove-Tualatin River",150,"OR_SR_1709001002_02_104104",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"11:20:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501625,"Final",1.02,1.02,,,,,,,,,,,,,,"Sample Comments: Note: sample time is in PST. ( 08-24-22); Result Comments: Result is comparable to other recent samples near upper warning limit.","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,6.79,,,1.43,26.3,,,,,,,,1.16,4.4006,1.02,0.46357314911603,4,2.2003,1.3666,0.746377872091322,
"3701569-CWS",2022-09-07,"CWS(NOSTORETID)","TUALATIN RIVER AT FERN HILL RD","Tualatin River","Tualatin River","River/Stream","City of Forest Grove-Tualatin River",150,"OR_SR_1709001002_02_104104",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"10:24:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501551,"Final",0.949,0.949,,,,,,,,,,,,,,"Sample Comments: Note: sampled date time in PST ( 09-07-22)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,7.08,,,1.39,27.5,,,,,,,,1.23,4.2741,0.949,0.444059707079687,4,2.1371,1.3274,0.714931444929938,
"3701569-CWS",2022-10-05,"CWS(NOSTORETID)","TUALATIN RIVER AT FERN HILL RD","Tualatin River","Tualatin River","River/Stream","City of Forest Grove-Tualatin River",150,"OR_SR_1709001002_02_104104",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"10:01:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501574,"Final",1.04,1.04,,,,,,,,,,,,,,"Sample Comments: Note: sampled date time in PST ( 10-05-22)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,7.59,,,1.61,29.5,,,,,,,,1,4.9439,1.04,0.420728993891339,4,2.4719,1.5354,0.677347922365507,
"3701569-CWS",2022-11-02,"CWS(NOSTORETID)","TUALATIN RIVER AT FERN HILL RD","Tualatin River","Tualatin River","River/Stream","City of Forest Grove-Tualatin River",150,"OR_SR_1709001002_02_104104",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"10:06:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501663,"Final",1.22,1.22,,,,,,,,,,,,,,"Sample Comments: Note: sampled date time in PST ( 11-02-22)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,9.39,,,2.44,35.6,,,,,,,,2.36,7.5111,1.22,0.324848226648205,4,3.7556,2.3327,0.522999099755648,
"3701569-CWS",2022-11-29,"CWS(NOSTORETID)","TUALATIN RIVER AT FERN HILL RD","Tualatin River","Tualatin River","River/Stream","City of Forest Grove-Tualatin River",150,"OR_SR_1709001002_02_104104",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"11:24:00","PDT",832,"Copper",,"Dissolved","7440-50-8",83501647,"Final",1.22,1.22,,,,,,,,,,,,,,,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,9.77,,,2.42,37.3,,,,,,,,2.56,7.4539,1.22,0.327341024953045,4,3.727,2.3149,0.527020605641712,
"3701569-CWS",2022-12-13,"CWS(NOSTORETID)","TUALATIN RIVER AT FERN HILL RD","Tualatin River","Tualatin River","River/Stream","City of Forest Grove-Tualatin River",150,"OR_SR_1709001002_02_104104",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"11:06:00","PDT",832,"Copper",,"Dissolved","7440-50-8",83501677,"Final",1.06,1.06,,,,,,,,,,,,,,,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,8.27,,,1.84,31.9,,,,,,,,1.85,5.6492,1.06,0.375274375132762,4,2.8246,1.7544,0.604195166438669,
"3810015-CWS",2020-01-23,"CWS(NOSTORETID)","GALES CREEK AT NEW HWY 47","Gales Creek","Gales Creek","River/Stream","Lower Gales Creek",167,"OR_SR_1709001001_02_104096",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"10:49:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501790,"Final",0.712,0.712,,,,,,,,,,,,,,,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,32.4,2.96,,,,,,,1.8,4.6166,0.712,0.308452107611662,4,2.3083,1.4337,0.496617144451419,
"3810015-CWS",2020-04-07,"CWS(NOSTORETID)","GALES CREEK AT NEW HWY 47","Gales Creek","Gales Creek","River/Stream","Lower Gales Creek",167,"OR_SR_1709001001_02_104096",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"08:54:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501777,"Final",0.402,0.402,,,,,,,,,,,,,,"Sample Comments: Note:  Sampled times in PST. ( 04-07-20)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,33.4,2.77,,,,,,,0.773,2.0042,0.402,0.40115756910488,4,1.0021,0.6224,0.645886889460154,
"3810015-CWS",2020-07-14,"CWS(NOSTORETID)","GALES CREEK AT NEW HWY 47","Gales Creek","Gales Creek","River/Stream","Lower Gales Creek",167,"OR_SR_1709001001_02_104096",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"09:07:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501831,"Final",0.664,0.664,,,,,,,,,,,,,,"Sample Comments: Note:  Sampled time in PST. ( 07-14-20)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,48.1,4.03,,,,,,,1.06,2.763,0.664,0.480636988780311,4,1.3815,0.8581,0.773802587111059,
"3810015-CWS",2020-10-13,"CWS(NOSTORETID)","GALES CREEK AT NEW HWY 47","Gales Creek","Gales Creek","River/Stream","Lower Gales Creek",167,"OR_SR_1709001001_02_104096",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"10:02:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501800,"Final",1.1,1.1,,,,,,,,,,,,,,"Sample Comments: Note:  Sample time in PST. ( 10-13-20)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,45.2,3.69,,,,,,,3.15,8.1784,1.1,0.269001271642375,4,4.0892,2.5399,0.43308791684712,
"3810015-CWS",2021-01-20,"CWS(NOSTORETID)","GALES CREEK AT NEW HWY 47","Gales Creek","Gales Creek","River/Stream","Lower Gales Creek",167,"OR_SR_1709001001_02_104096",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"09:37:00","PDT",832,"Copper",,"Dissolved","7440-50-8",83501815,"Final",0.588,0.588,,,,,,,,,,,,,,,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,34.9,3.25,,,,,,,0.809,2.1021,0.588,0.559413947293312,4,1.0511,0.6528,0.900735294117647,
"3810015-CWS",2021-04-06,"CWS(NOSTORETID)","GALES CREEK AT NEW HWY 47","Gales Creek","Gales Creek","River/Stream","Lower Gales Creek",167,"OR_SR_1709001001_02_104096",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"08:35:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501818,"Final",0.706,0.706,,,,,,,,,,,,,,"Sample Comments: Note:  Sampled times in PST. ( 04-06-21)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,39.2,3.21,,,,,,,0.773,2.0131,0.706,0.701370951718657,4,1.0066,0.6252,1.12923864363404,
"3810015-CWS",2021-07-07,"CWS(NOSTORETID)","GALES CREEK AT NEW HWY 47","Gales Creek","Gales Creek","River/Stream","Lower Gales Creek",167,"OR_SR_1709001001_02_104096",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"08:20:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501861,"Final",1.02,1.02,,,,,,,,,,,,,,"Sample Comments: Note:  Sampled time in PST. ( 07-07-21)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,56.9,4.61,,,,,,,1.28,3.3381,1.02,0.61114439784302,4,1.669,1.0367,0.983891193209222,
"3810015-CWS",2021-10-05,"CWS(NOSTORETID)","GALES CREEK AT NEW HWY 47","Gales Creek","Gales Creek","River/Stream","Lower Gales Creek",167,"OR_SR_1709001001_02_104096",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"08:18:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501809,"Final",1.05,1.05,,,,,,,,,,,,,,"Sample Comments: Note:  Sampled time in PST. ( 10-05-21)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,50.9,4.47,,,,,,,2.08,5.43,1.05,0.386740331491713,4,2.715,1.6863,0.62266500622665,
"3810015-CWS",2022-02-08,"CWS(NOSTORETID)","GALES CREEK AT NEW HWY 47","Gales Creek","Gales Creek","River/Stream","Lower Gales Creek",167,"OR_SR_1709001001_02_104096",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"10:28:00","PDT",832,"Copper",,"Dissolved","7440-50-8",83501765,"Final",0.561,0.561,,,,,,,,,,,,,,,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,39.3,3.36,,,,,,,0.927,2.4039,0.561,0.466722129783694,4,1.202,0.7466,0.751406375569247,
"3810015-CWS",2022-04-04,"CWS(NOSTORETID)","GALES CREEK AT NEW HWY 47","Gales Creek","Gales Creek","River/Stream","Lower Gales Creek",167,"OR_SR_1709001001_02_104096",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"09:49:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501840,"Final",1.09,1.09,,,,,,,,,,,,,,"Sample Comments: Note:  Turbidity significantly higher than usual, probably due to recent rain event. ( 04-04-22); Note:  Sampled times in PST. ( 04-04-22)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,39.9,3.78,,,,,,,4.49,11.7814,1.09,0.185037431884156,4,5.8907,3.6588,0.297911883677709,
"3810015-CWS",2022-07-12,"CWS(NOSTORETID)","GALES CREEK AT NEW HWY 47","Gales Creek","Gales Creek","River/Stream","Lower Gales Creek",167,"OR_SR_1709001001_02_104096",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"09:52:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501846,"Final",0.772,0.772,,,,,,,,,,,,,,"Sample Comments: Note: sampled date time in PST ( 07-12-22)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,46.5,3.96,,,,,,,1.12,2.9149,0.772,0.529710443255112,4,1.4574,0.9052,0.852850198851083,
"3810015-CWS",2022-10-04,"CWS(NOSTORETID)","GALES CREEK AT NEW HWY 47","Gales Creek","Gales Creek","River/Stream","Lower Gales Creek",167,"OR_SR_1709001001_02_104096",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"09:47:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501781,"Final",1.08,1.08,,,,,,,,,,,,,,"Sample Comments: Note: sampled date time in PST ( 10-04-22)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,57,4.69,,,,,,,1.06,2.7814,1.08,0.776587330121522,4,1.3907,0.8638,1.25028941884696,
"3810070-CWS",2020-01-23,"CWS(NOSTORETID)","GALES CREEK AT STRINGTOWN","Gales Creek","Gales Creek","River/Stream","Lower Gales Creek",191,"OR_SR_1709001001_02_104096",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"12:00:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501900,"Final",0.467,0.467,,,,,,,,,,,,,,,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,32.8,3.13,,,,,,,2.06,5.3086,0.467,0.175940926044532,4,2.6543,1.6486,0.283270653888148,
"3810070-CWS",2022-04-04,"CWS(NOSTORETID)","GALES CREEK AT STRINGTOWN","Gales Creek","Gales Creek","River/Stream","Lower Gales Creek",191,"OR_SR_1709001001_02_104096",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"11:09:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501882,"Final",1.13,1.13,,,,,,,,,,,,,,"Sample Comments: Note:  Turbidity significantly higher than usual, probably due to recent rain event. ( 04-04-22); Note:  Sampled times in PST. ( 04-04-22)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,42.6,4.6,,,,,,,7.39,19.7882,1.13,0.114209478376002,4,9.8941,6.1454,0.183877371692648,
"3810070-CWS",2022-10-04,"CWS(NOSTORETID)","GALES CREEK AT STRINGTOWN","Gales Creek","Gales Creek","River/Stream","Lower Gales Creek",191,"OR_SR_1709001001_02_104096",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water",,"10:40:00","PST",832,"Copper",,"Dissolved","7440-50-8",83501890,"Final",0.851,0.851,,,,,,,,,,,,,,"Sample Comments: Note: sampled date time in PST ( 10-04-22)","200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Practical Quantitation Limit","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,56.9,4.61,,,,,,,1,2.6225,0.851,0.648974300312667,4,1.3113,0.8145,1.04481276856967,
"3815021-CWS",2021-07-07,"CWS(NOSTORETID)","DAIRY CREEK AT HWY 8","Dairy Creek","Dairy Creek","River/Stream","Counsil Creek-Dairy Creek",128,"OR_SR_1709001003_02_104120",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","07:40:00","PDT",832,"Copper",,"Dissolved","7440-50-8",69706257,"Validated",0.959,0.959,,,,,,,,,,,,,,,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Minimum Reporting Level","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,52.3,,,,,,,,2.81,7.2188,0.959,0.265695129384385,4,3.6094,2.2419,0.427762166019894,
"3815021-CWS",2021-07-07,"CWS(NOSTORETID)","DAIRY CREEK AT HWY 8","Dairy Creek","Dairy Creek","River/Stream","Counsil Creek-Dairy Creek",128,"OR_SR_1709001003_02_104120",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","07:40:00","PDT",832,"Copper",,"Total Recoverable","7440-50-8",69706258,"Validated",0.999,0.999,,,,,,,,,,,,,,,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Minimum Reporting Level","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,52.3,,,,,,,,2.81,7.2188,0.959,0.276777303706987,4,3.6094,2.2419,0.445604175030108,
"3815021-CWS",2021-10-05,"CWS(NOSTORETID)","DAIRY CREEK AT HWY 8","Dairy Creek","Dairy Creek","River/Stream","Counsil Creek-Dairy Creek",128,"OR_SR_1709001003_02_104120",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","07:51:00","PDT",832,"Copper",,"Total Recoverable","7440-50-8",69706310,"Validated",0.993,0.993,,,,,,,,,,,,,,,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Minimum Reporting Level","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,48,,,,,,,,3.56,9.1888,0.967,0.216132683266585,4,4.5944,2.8536,0.34798149705635,
"3815021-CWS",2021-10-05,"CWS(NOSTORETID)","DAIRY CREEK AT HWY 8","Dairy Creek","Dairy Creek","River/Stream","Counsil Creek-Dairy Creek",128,"OR_SR_1709001003_02_104120",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","07:51:00","PDT",832,"Copper",,"Dissolved","7440-50-8",69706309,"Validated",0.967,0.967,,,,,,,,,,,,,,,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Minimum Reporting Level","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,48,,,,,,,,3.56,9.1888,0.967,0.210473620059202,4,4.5944,2.8536,0.338870199046818,
"3815021-CWS",2022-02-08,"CWS(NOSTORETID)","DAIRY CREEK AT HWY 8","Dairy Creek","Dairy Creek","River/Stream","Counsil Creek-Dairy Creek",128,"OR_SR_1709001003_02_104120",2,2,2,"Willamette","MARINE WEST COAST FOREST",3,15,45,1,,,"Sample-Routine","Water","Surface Water","09:51:00","PST",832,"Copper",,"Total Recoverable","7440-50-8",69706373,"Validated",0.746,0.746,,,,,,,,,,,,,,,"200.8 ~ EPA; Metals in Waters by ICP/MS",,,,,,"Method Detection Level",0.0214,"ug/l","Minimum Reporting Level","ug/l",0.406,,,,0,"=","ug/l","ug/l","Actual",,,,,,,,,35,,,,,,,,1.83,4.6846,0.614,0.318490372710584,4,2.3423,1.4548,0.512785262579049,
