"OrganizationID","MLocID","StationDes","AU_GNIS_Name","GNIS_Name","MonLocType","HUC12_Name","ELEV_Ft","AU_ID","WaterTypeCode","WaterBodyCode","ben_use_code","OWRD_Basin","EcoRegion2","EcoRegion3","wqstd_code","Pollu_ID","Calc_Crit","Combine_Result_Cmnts","Combine_Result","Activity_Type","SampleMedia","SampleSubmedia","SampleStartDate","SampleStartTime","SampleStartTZ","chr_uid","Char_Name","Char_Speciation","Sample_Fraction","CASNumber","Result_UID","Result_status","Result_Numeric","IRResultNWQSunit","ActDepthUnit","Result_Depth","act_depth_height","Result_Depth_Unit","Act_Depth_Top","Act_Depth_Top_Unit","Act_Depth_Bottom","Act_Depth_Bottom_Unit","Time_Basis","Statistical_Base","Statistic_N_Value","act_sam_compnt_name","lab_Comments","General_Comments","Analytical_method","QualifierAbbr","QualifierTxt","IDLType","IDLValue","IDLUnit","MDLType","MDLValue","MDLUnit","MRLType","MRLUnit","MRLValue","URLType","URLValue","URLUnit","TribalLand","Result_Operator","Result_Unit","IRWQSUnitName","Result_Type","Time_Basis...44","Time_Basis...46","analysis_comment","Alkalinity","Calcium","Chloride","Conductivity","DOC","Hardness","Magnesium","Organic.carbon","pH","Potassium","Sodium","Sulfate","Temperature..water","TOC"
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-02-07,"10:32:00","PST",832,"Copper",NA,"Recoverable","",NA,"Accepted",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Elements,wu,ICP-AES(6010B,DODEC)","",NA,"Lower Reporting Limit",0.08,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,74,21,9.8,NA,NA,6,6.8,NA,NA,1.61,9,NA,NA,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-02-22,"12:00:00","PST",832,"Copper",NA,"Dissolved","",NA,"Accepted",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-53833A","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.2,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,62.5,20.9,31.7,NA,2.6,28,9.2,0.48,7,1.82,12.7,7.88,5.1,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-03-06,"10:30:00","PST",832,"Copper",NA,"Dissolved","",NA,"Accepted",0.93,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-53834A","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.2,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,72.9,22.1,13.2,NA,2.32,13,7.38,0.66,7,1.62,9.79,8.95,7.2,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-03-22,"11:30:00","PDT",832,"Copper",NA,"Dissolved","",NA,"Accepted",1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-53835A","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.2,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,50,13.7,6.68,NA,3.04,2,4.4,6.29,6.8,1.2,5.87,4.86,9.3,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-04-05,"10:40:00","PDT",832,"Copper",NA,"Dissolved","",NA,"Accepted",1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-54460A","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.4,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,80.4,20.9,9.83,NA,2.64,3,7.4,0.39,7.4,1.53,9.24,7.84,10.7,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2018-04-11,"13:04:00","PDT",832,"Copper",NA,"Dissolved","7440-50-8",63826517,"Accepted",1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elements, wf, ICP-AES (DODEC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=","ug/l","ug/l","Actual",NA,NA,NA,61,17,7.7,NA,NA,3,5.3,NA,NA,1.53,7.2,NA,NA,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2018-04-11,"13:04:00","PDT",832,"Copper",NA,"Total Recoverable","7440-50-8",63826518,"Accepted",1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elements,wu,ICP-AES(6010B,DODEC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=","ug/l","ug/l","Actual",NA,NA,NA,61,17,7.7,NA,NA,3,5.3,NA,NA,1.53,7.2,NA,NA,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-04-11,"13:04:00","PDT",832,"Copper",NA,"Recoverable","",NA,"Accepted",1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Elements,wu,ICP-AES(6010B,DODEC)","",NA,"Lower Reporting Limit",0.08,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,61,17,7.7,NA,NA,3,5.3,NA,NA,1.53,7.2,NA,NA,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-04-16,"11:50:00","PDT",832,"Copper",NA,"Dissolved","",NA,"Accepted",2.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-54461A","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.4,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,42,11.9,4.89,NA,3.43,3,3.71,1.39,7.2,1.47,5.24,4.55,9.5,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-05-10,"11:00:00","PDT",832,"Copper",NA,"Dissolved","",NA,"Accepted",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-54462A","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.4,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,99.1,25.2,10.2,NA,4.08,98.7,8.62,0.41,7.4,2.22,10.2,6.44,16.3,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-06-07,"11:30:00","PDT",832,"Copper",NA,"Dissolved","",NA,"Accepted",1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-54464A","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.4,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,105,29,15.3,NA,3.67,13,11.1,0.33,7.4,2.16,12.7,6.2,17.1,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-06-19,"10:10:00","PDT",832,"Copper",NA,"Dissolved","",NA,"Accepted",1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-54466A","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.4,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,96.9,26.5,9.9,NA,4.67,11,10.1,0.5,6.9,2.47,10.8,5.91,18.9,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-07-12,"10:30:00","PDT",832,"Copper",NA,"Dissolved","",NA,"Accepted",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-54760A","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.4,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,112,27.7,10.6,NA,3.94,2,10.8,0.35,7.4,2.58,11.4,6.12,21.2,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2018-07-18,"09:51:00","PDT",832,"Copper",NA,"Total Recoverable","7440-50-8",63828663,"Accepted",1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elements,wu,ICP-AES(6010B,DODEC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=","ug/l","ug/l","Actual",NA,NA,NA,115,27,11,NA,NA,NA,9.6,NA,NA,2.38,10,NA,NA,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2018-07-18,"09:51:00","PDT",832,"Copper",NA,"Dissolved","7440-50-8",63828662,"Accepted",1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elements, wf, ICP-AES (DODEC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=","ug/l","ug/l","Actual",NA,NA,NA,115,27,11,NA,NA,NA,9.6,NA,NA,2.38,10,NA,NA,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-07-18,"09:51:00","PDT",832,"Copper",NA,"Recoverable","",NA,"Accepted",1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Elements,wu,ICP-AES(6010B,DODEC)","",NA,"Lower Reporting Limit",0.08,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,115,27,11,NA,NA,NA,9.6,NA,NA,2.38,10,NA,NA,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-07-26,"12:00:00","PDT",832,"Copper",NA,"Dissolved","",NA,"Accepted",1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-54761A","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.4,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,116,29.3,12.2,NA,3.62,6,11.9,0.26,7.4,2.55,12.2,6.79,22.2,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-08-09,"10:30:00","PDT",832,"Copper",NA,"Dissolved","",NA,"Accepted",0.94,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-55206G","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.4,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,117,33.5,31.1,NA,4.04,21,13.2,0.34,7.1,2.67,16,5.95,22,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-08-21,"10:20:00","PDT",832,"Copper",NA,"Dissolved","",NA,"Accepted",1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","sample was diluted","MM-55207G","Elements, wf, cICP-MS","","Not Detected","Elevated Detection Limit",1.2,"ug/l","",NA,"","","",NA,"",NA,"",NA,"<","ug/l","ug/l","Actual",NA,NA,NA,116,34.4,34.7,NA,4.24,26,13.6,0.27,7,2.77,15.8,6.86,19.6,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-09-06,"10:30:00","PDT",832,"Copper",NA,"Dissolved","",NA,"Accepted",0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","below the reporting level but at or above the detection level","MM-55208G","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.4,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,115,35.7,37.2,NA,3.79,34,14.4,0.27,7,2.84,17.2,7.29,17.1,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-09-18,"10:30:00","PDT",832,"Copper",NA,"Dissolved","",NA,"Accepted",1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-55585G","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.4,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,88.3,39.9,78.8,NA,5.99,74,15.2,0.66,6.7,4.02,25.1,8.69,14.2,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-10-11,"11:00:00","PDT",832,"Copper",NA,"Dissolved","",NA,"Accepted",1.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-55586G","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.4,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,73.9,24.5,28.4,NA,5.23,23,8.55,0.5,6.6,3.26,12.9,10.8,12.2,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2018-10-16,"10:14:00","PDT",832,"Copper",NA,"Total Recoverable","7440-50-8",63830817,"Accepted",1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CWS Qualifier=E: Minor QC issue.  Accuracy may be affected by 10-30%.","Elements,wu,ICP-AES(6010B,DODEC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=","ug/l","ug/l","Actual",NA,NA,NA,91,25,19,NA,NA,9,9,NA,NA,2.87,11,NA,NA,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2018-10-16,"10:14:00","PDT",832,"Copper",NA,"Dissolved","7440-50-8",63830816,"Accepted",1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elements, wf, ICP-AES (DODEC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=","ug/l","ug/l","Actual",NA,NA,NA,91,25,19,NA,NA,9,9,NA,NA,2.87,11,NA,NA,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-10-16,"10:14:00","PDT",832,"Copper",NA,"Recoverable","",NA,"Accepted",1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","result may be affected by interference",NA,"Elements,wu,ICP-AES(6010B,DODEC)","",NA,"Lower Reporting Limit",0.08,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,91,25,19,NA,NA,9,9,NA,NA,2.87,11,NA,NA,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-10-24,"11:40:00","PDT",832,"Copper",NA,"Dissolved","",NA,"Accepted",0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-55587G","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.4,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,108,30.1,17.7,NA,3.59,16,11.8,0.29,6.9,3.09,12.4,8.96,10.7,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-11-08,"10:40:00","PST",832,"Copper",NA,"Dissolved","",NA,"Accepted",1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-55605A","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.4,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,76.3,22.3,14.9,NA,4.33,11,7.71,0.37,7.2,2.76,9.13,9.01,9.4,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-11-21,"09:20:00","PST",832,"Copper",NA,"Dissolved","",NA,"Accepted",0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-55606A","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.4,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,101,27.9,11.5,NA,3.39,14,10.7,0.29,6.8,2.59,10.3,8.88,6.9,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2018-12-18,"10:20:00","PST",832,"Copper",NA,"Dissolved","",NA,"Accepted",1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"L-3530046 LC2625 deleted HM 2/7/19 LC 2629 deleted HM 2/7/19","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.4,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,19.2,5.68,3.38,NA,NA,3,1.85,4.35,6.3,1.78,2.7,3.48,8.8,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2019-01-23,"13:35:00","PST",832,"Copper",NA,"Total Recoverable","7440-50-8",63832614,"Accepted",2.9,2.9,"ft",NA,"1.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elements,wu,ICP-AES(6010B,DODEC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=","ug/l","ug/l","Actual",NA,NA,NA,43,13,4.6,NA,NA,8,4.4,NA,7.2,1.4,5.9,NA,8.3,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2019-01-23,"13:35:00","PST",832,"Copper",NA,"Dissolved","7440-50-8",63832613,"Accepted",1.7,1.7,"ft",NA,"1.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elements, wf, ICP-AES (DODEC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=","ug/l","ug/l","Actual",NA,NA,NA,43,13,4.6,NA,NA,8,4.4,NA,7.2,1.4,5.9,NA,8.3,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2019-01-23,"13:35:00","PST",832,"Copper",NA,"Recoverable","",NA,"Accepted",2.9,2.9,"feet",NA,"1.11",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Elements,wu,ICP-AES(6010B,DODEC)","",NA,"Lower Reporting Limit",0.08,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,43,13,4.6,NA,NA,8,4.4,NA,7.2,1.4,5.9,NA,8.3,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2019-02-25,"11:30:00","PST",832,"Copper",NA,"Dissolved","",NA,"Accepted",1.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.4,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,43.8,14.7,17,NA,3.01,15,5.48,0.78,7.3,1.66,6.95,6.71,5.4,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,NA,"",NA,"Sample-Routine","Water","Surface Water",2019-03-14,"10:10:00","PDT",832,"Copper",NA,"Dissolved","",NA,"Accepted",1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"MM-56272A","Elements, wf, cICP-MS","",NA,"Blank-adjusted method detect limit",0.4,"ug/l","",NA,"","","",NA,"",NA,"",NA,"=","ug/l","ug/l","Actual",NA,NA,NA,52.5,18.1,16.1,NA,2.65,18,6.2,0.49,7.5,1.55,8.14,7.32,9.2,NA
"USGS-OR","14206950","FANNO CREEK AT DURHAM, OR","Fanno Creek","Fanno Creek","River/Stream","Fanno Creek",128,"OR_SR_1709001005_02_104141",2,2,2,"Willamette","MARINE WEST COAST FOREST","3",15,45,1,NA,NA,"Sample-Routine","Water","Surface Water",2019-04-02,"00:00:00","PDT",832,"Copper",NA,"Dissolved","7440-50-8",63834058,"Accepted",1.4,1.4,"ft",NA,"1.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elements, wf, ICP-AES (DODEC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=","ug/l","ug/l","Actual",NA,NA,NA,81,21,12,NA,NA,4,7.4,NA,7.5,1.71,9,NA,12.8,NA
